-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/1981 through 02/01/2024 
Location: Latitude  36.7529   Longitude 3.042 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 44.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
1983,7,5,25.41,21.58
1983,7,6,25.07,22.07
1983,7,7,25.26,21.89
1983,7,8,25.27,22.53
1983,7,9,27.87,22.96
1983,7,10,26.63,22.87
1983,7,11,25.48,22.4
1983,7,12,24.87,22.53
1983,7,13,27.33,22.69
1983,7,14,27.3,24.28
1983,7,15,27.34,24.05
1983,7,16,27.39,24.33
1983,7,17,28.5,24.61
1983,7,18,28.69,24.65
1983,7,19,28.35,25.39
1983,7,20,33.15,26.22
1983,7,21,31.98,26.28
1983,7,22,32.35,27.7
1983,7,23,30.69,26.68
1983,7,24,31.52,27.09
1983,7,25,31.98,28.84
1983,7,26,30.73,26.35
1983,7,27,28.48,24.21
1983,7,28,29.43,23.38
1983,7,29,32.94,26.72
1983,7,30,32.11,27.43
1983,7,31,28.73,24.96
1983,8,1,28.87,24.44
1983,8,2,28.09,24.53
1983,8,3,26.69,24.05
1983,8,4,26.15,23.63
1983,8,5,25.87,23.27
1983,8,6,26.88,22.69
1983,8,7,27.54,22.83
1983,8,8,26.5,22.92
1983,8,9,26.1,22.88
1983,8,10,25.52,22.83
1983,8,11,26.04,22.58
1983,8,12,26.23,22.51
1983,8,13,26.74,22.66
1983,8,14,26.15,22.87
1983,8,15,27.14,23.68
1983,8,16,26.83,22.8
1983,8,17,26.09,22.53
1983,8,18,26.51,22.88
1983,8,19,25.48,23.19
1983,8,20,25.56,22.76
1983,8,21,26.26,22.76
1983,8,22,26.76,22.74
1983,8,23,26.01,23.29
1983,8,24,25.49,22.87
1983,8,25,26.23,23.13
1983,8,26,27.69,23.75
1983,8,27,25.82,23.37
1983,8,28,24.9,22.85
1983,8,29,25.67,22.8
1983,8,30,26.08,23.34
1983,8,31,26.02,23.01
1983,9,1,25.49,23.15
1983,9,2,25.31,22.61
1983,9,3,25.35,22.48
1983,9,4,25.15,22.62
1983,9,5,24.81,22.26
1983,9,6,25.34,22.7
1983,9,7,26.54,22.27
1983,9,8,28.56,23.24
1983,9,9,27.51,24.04
1983,9,10,28.22,24.46
1983,9,11,26.85,23.06
1983,9,12,25.75,22.69
1983,9,13,25.5,22.14
1983,9,14,26.69,22.71
1983,9,15,28.54,23.76
1983,9,16,27.36,24.47
1983,9,17,25.53,22.58
1983,9,18,24.97,22.17
1983,9,19,26.08,22.5
1983,9,20,25.91,23.01
1983,9,21,26.32,22.94
1983,9,22,26.27,22.72
1983,9,23,27.73,22.76
1983,9,24,27.41,22.82
1983,9,25,24.81,21.82
1983,9,26,24.53,21.66
1983,9,27,23.54,21.3
1983,9,28,22.44,20.75
1983,9,29,23.73,20.33
1983,9,30,24.6,20.26
1983,10,1,24.64,21.85
1983,10,2,23.76,21.34
1983,10,3,24.74,21.47
1983,10,4,26.36,21.52
1983,10,5,26.19,22.59
1983,10,6,24.59,21.88
1983,10,7,24.76,21.05
1983,10,8,24.75,22.05
1983,10,9,23.85,21.6
1983,10,10,25.92,21.43
1983,10,11,24.55,21.68
1983,10,12,23.55,21.09
1983,10,13,25.69,20.94
1983,10,14,24.21,21.76
1983,10,15,24.84,22.37
1983,10,16,24.76,21.52
1983,10,17,23.23,19.92
1983,10,18,20.92,18.84
1983,10,19,21.04,19.76
1983,10,20,21.4,19.58
1983,10,21,23.05,19.09
1983,10,22,23.16,20.15
1983,10,23,21.12,18.85
1983,10,24,20.85,18.47
1983,10,25,20.11,18.73
1983,10,26,21.35,18.19
1983,10,27,21.51,18.05
1983,10,28,22.14,18.26
1983,10,29,24.58,19.37
1983,10,30,20.67,16.52
1983,10,31,19.06,16.65
1983,11,1,18.65,17.23
1983,11,2,19.46,17.24
1983,11,3,20.75,16.52
1983,11,4,20.64,17.84
1983,11,5,21.81,17.44
1983,11,6,20.42,18.98
1983,11,7,20.22,18.08
1983,11,8,20.62,17.85
1983,11,9,22.71,17.54
1983,11,10,19.88,17.9
1983,11,11,19.9,17.59
1983,11,12,19.28,17.43
1983,11,13,21.58,16.55
1983,11,14,22.57,17.02
1983,11,15,20.48,18.37
1983,11,16,21.19,18.13
1983,11,17,20.64,18.08
1983,11,18,18.58,17.14
1983,11,19,18.83,16.95
1983,11,20,20.83,16.68
1983,11,21,20.62,17.94
1983,11,22,18.55,17.08
1983,11,23,18.35,16.63
1983,11,24,19.28,17.14
1983,11,25,19.15,16.07
1983,11,26,19.02,16.35
1983,11,27,21.24,16.55
1983,11,28,19.1,16.89
1983,11,29,17.72,16.34
1983,11,30,18.28,15.6
1983,12,1,17.19,13.94
1983,12,2,15.29,13.33
1983,12,3,15.57,13.39
1983,12,4,15.27,13.07
1983,12,5,15.3,13.41
1983,12,6,16.5,13.37
1983,12,7,16.8,13.39
1983,12,8,14.74,13.05
1983,12,9,15.62,12.62
1983,12,10,16.55,13.91
1983,12,11,15.06,13.56
1983,12,12,14.8,13.56
1983,12,13,13.41,12.76
1983,12,14,14.01,12.24
1983,12,15,15.15,11.38
1983,12,16,17.47,11.19
1983,12,17,15.69,14.12
1983,12,18,17.93,13.84
1983,12,19,18.65,16.07
1983,12,20,17.84,14.85
1983,12,21,17.33,14.3
1983,12,22,16.26,14.42
1983,12,23,16.08,13.73
1983,12,24,17.69,13.39
1983,12,25,19.37,13.73
1983,12,26,17.3,13.76
1983,12,27,16.23,12.91
1983,12,28,14.6,12.92
1983,12,29,15.73,13.08
1983,12,30,15.3,12.31
1983,12,31,15.87,13.73
1984,1,1,15.13,13.81
1984,1,2,15.37,12.66
1984,1,3,16.01,13.07
1984,1,4,14.49,11.18
1984,1,5,11.96,10.53
1984,1,6,13.12,11.38
1984,1,7,15.44,12.66
1984,1,8,15.65,13.41
1984,1,9,14.58,10.24
1984,1,10,11.33,9.51
1984,1,11,11.78,9.62
1984,1,12,14.53,10.41
1984,1,13,13.85,11.94
1984,1,14,15.22,11.12
1984,1,15,15.67,13.04
1984,1,16,14.88,12.05
1984,1,17,15.56,11.47
1984,1,18,13.94,12.48
1984,1,19,15.85,12.24
1984,1,20,16.41,13.65
1984,1,21,16.53,13.88
1984,1,22,15.44,13.08
1984,1,23,16.87,14.59
1984,1,24,16.68,14.4
1984,1,25,14.77,12.55
1984,1,26,17.06,11.94
1984,1,27,15.19,13.32
1984,1,28,13.47,9.83
1984,1,29,12.44,11.19
1984,1,30,13.18,11.71
1984,1,31,14.4,11.8
1984,2,1,15.67,13.65
1984,2,2,14.94,10.73
1984,2,3,12.8,11.48
1984,2,4,14.69,12.31
1984,2,5,15.26,12.87
1984,2,6,14.55,12.37
1984,2,7,15.48,12.37
1984,2,8,15.8,13.94
1984,2,9,15.35,11.96
1984,2,10,12.7,11.23
1984,2,11,12.62,11.23
1984,2,12,12.89,11.36
1984,2,13,14.26,11.15
1984,2,14,11.07,9.3
1984,2,15,12.33,10.03
1984,2,16,10.52,9.28
1984,2,17,12.03,9.62
1984,2,18,13.67,9.58
1984,2,19,13.83,11.03
1984,2,20,14.4,12.25
1984,2,21,15.01,11.26
1984,2,22,14.53,12.1
1984,2,23,14.1,11.68
1984,2,24,12.61,8.24
1984,2,25,10.69,8.16
1984,2,26,13.12,9.98
1984,2,27,14.86,10.65
1984,2,28,16.23,12.24
1984,2,29,13.68,12.05
1984,3,1,13.19,11.16
1984,3,2,12.83,10.62
1984,3,3,14.65,10.4
1984,3,4,12.64,10.5
1984,3,5,11.97,10.02
1984,3,6,13.38,10.44
1984,3,7,13.18,10.39
1984,3,8,14.04,10.8
1984,3,9,12.37,10.53
1984,3,10,10.4,9.25
1984,3,11,11.35,8.98
1984,3,12,13.24,9.16
1984,3,13,15.28,10.74
1984,3,14,12.56,11.19
1984,3,15,14.34,11.57
1984,3,16,14.15,11.98
1984,3,17,15.12,11.83
1984,3,18,14.3,11.99
1984,3,19,14.92,12.33
1984,3,20,13.74,12.87
1984,3,21,14.39,11.94
1984,3,22,14.26,12.69
1984,3,23,14.06,11.93
1984,3,24,15.41,11.99
1984,3,25,16.77,13.54
1984,3,26,15.95,13.43
1984,3,27,16.1,12.76
1984,3,28,16.73,13.51
1984,3,29,15.76,13.43
1984,3,30,16.55,13.05
1984,3,31,18.49,14.8
1984,4,1,16.27,14.84
1984,4,2,16.29,14.65
1984,4,3,16.01,14.8
1984,4,4,16.58,14.8
1984,4,5,16.66,14.23
1984,4,6,16.77,14.17
1984,4,7,16.01,13.39
1984,4,8,16.39,12.59
1984,4,9,17.67,13.08
1984,4,10,17.88,14.94
1984,4,11,18.05,15.63
1984,4,12,17.54,14.83
1984,4,13,17.8,14.62
1984,4,14,20.6,14.67
1984,4,15,15.9,14.59
1984,4,16,15.0,14.36
1984,4,17,15.48,13.92
1984,4,18,15.19,13.44
1984,4,19,16.55,12.5
1984,4,20,18.07,13.35
1984,4,21,18.48,13.62
1984,4,22,20.08,14.43
1984,4,23,18.37,15.22
1984,4,24,18.37,15.5
1984,4,25,17.19,15.18
1984,4,26,18.15,14.73
1984,4,27,18.76,14.59
1984,4,28,20.44,15.73
1984,4,29,19.12,16.58
1984,4,30,17.91,16.23
1984,5,1,18.66,16.33
1984,5,2,20.04,16.64
1984,5,3,16.36,14.06
1984,5,4,18.48,14.4
1984,5,5,20.46,16.0
1984,5,6,19.96,16.94
1984,5,7,19.19,16.44
1984,5,8,18.52,16.43
1984,5,9,16.27,14.65
1984,5,10,16.68,14.51
1984,5,11,17.71,14.76
1984,5,12,17.62,14.98
1984,5,13,18.56,14.43
1984,5,14,17.91,15.83
1984,5,15,18.44,15.4
1984,5,16,18.75,15.05
1984,5,17,18.85,15.75
1984,5,18,18.01,15.48
1984,5,19,19.17,14.09
1984,5,20,18.05,13.68
1984,5,21,19.08,15.79
1984,5,22,17.96,14.0
1984,5,23,18.28,15.16
1984,5,24,18.87,15.46
1984,5,25,19.01,16.05
1984,5,26,19.96,15.7
1984,5,27,18.95,16.72
1984,5,28,18.79,16.21
1984,5,29,19.51,16.39
1984,5,30,18.42,15.47
1984,5,31,16.93,15.01
1984,6,1,21.12,16.5
1984,6,2,23.44,17.87
1984,6,3,18.7,16.82
1984,6,4,20.92,16.77
1984,6,5,18.91,16.57
1984,6,6,19.62,16.08
1984,6,7,19.13,16.02
1984,6,8,20.01,17.12
1984,6,9,19.47,16.65
1984,6,10,21.09,16.74
1984,6,11,20.26,17.22
1984,6,12,19.93,16.62
1984,6,13,21.27,17.22
1984,6,14,22.91,18.04
1984,6,15,21.23,18.53
1984,6,16,22.99,18.53
1984,6,17,23.35,19.3
1984,6,18,23.31,20.08
1984,6,19,28.65,22.16
1984,6,20,24.69,19.73
1984,6,21,21.65,19.26
1984,6,22,21.89,18.73
1984,6,23,22.34,18.37
1984,6,24,24.27,18.93
1984,6,25,21.69,18.23
1984,6,26,21.12,17.68
1984,6,27,21.75,18.07
1984,6,28,22.65,19.08
1984,6,29,23.55,21.18
1984,6,30,24.15,19.83
1984,7,1,23.8,20.85
1984,7,2,23.8,20.4
1984,7,3,22.83,19.78
1984,7,4,22.69,19.4
1984,7,5,23.37,19.63
1984,7,6,23.22,19.77
1984,7,7,23.91,20.37
1984,7,8,29.02,21.05
1984,7,9,31.36,24.82
1984,7,10,29.83,25.44
1984,7,11,29.98,23.33
1984,7,12,26.83,22.08
1984,7,13,23.98,21.46
1984,7,14,24.59,21.23
1984,7,15,25.44,21.8
1984,7,16,25.21,22.07
1984,7,17,24.74,21.94
1984,7,18,25.55,21.54
1984,7,19,25.03,22.03
1984,7,20,27.69,22.62
1984,7,21,26.58,23.88
1984,7,22,27.43,24.67
1984,7,23,28.45,23.81
1984,7,24,31.53,24.35
1984,7,25,29.51,24.94
1984,7,26,27.09,23.31
1984,7,27,25.9,22.8
1984,7,28,26.29,22.66
1984,7,29,26.9,23.04
1984,7,30,30.81,24.32
1984,7,31,28.06,24.01
1984,8,1,25.85,23.08
1984,8,2,26.61,22.96
1984,8,3,28.25,23.63
1984,8,4,27.2,23.49
1984,8,5,25.33,22.83
1984,8,6,25.23,22.72
1984,8,7,26.19,23.16
1984,8,8,26.94,23.07
1984,8,9,24.55,22.36
1984,8,10,25.94,22.05
1984,8,11,25.58,22.35
1984,8,12,24.65,22.23
1984,8,13,24.67,21.99
1984,8,14,25.27,21.91
1984,8,15,26.51,23.16
1984,8,16,27.07,23.34
1984,8,17,25.59,22.44
1984,8,18,26.01,22.44
1984,8,19,26.45,22.75
1984,8,20,27.3,23.19
1984,8,21,25.01,22.79
1984,8,22,25.16,21.97
1984,8,23,25.78,23.14
1984,8,24,25.83,22.98
1984,8,25,25.87,22.55
1984,8,26,25.75,22.61
1984,8,27,25.65,22.73
1984,8,28,25.3,22.45
1984,8,29,24.48,22.19
1984,8,30,24.95,21.91
1984,8,31,26.12,22.55
1984,9,1,26.12,22.81
1984,9,2,26.65,22.63
1984,9,3,27.4,23.15
1984,9,4,26.9,23.54
1984,9,5,26.86,23.36
1984,9,6,24.87,22.67
1984,9,7,26.25,22.83
1984,9,8,27.7,23.19
1984,9,9,25.57,23.23
1984,9,10,25.93,22.68
1984,9,11,24.8,22.73
1984,9,12,25.64,22.64
1984,9,13,27.39,23.19
1984,9,14,24.7,21.76
1984,9,15,23.78,21.45
1984,9,16,24.82,21.64
1984,9,17,25.08,22.65
1984,9,18,26.2,22.23
1984,9,19,22.22,20.82
1984,9,20,23.88,20.71
1984,9,21,25.25,20.9
1984,9,22,24.66,22.51
1984,9,23,27.1,22.67
1984,9,24,23.82,21.58
1984,9,25,21.72,19.83
1984,9,26,22.83,19.69
1984,9,27,26.21,21.12
1984,9,28,25.46,21.89
1984,9,29,24.67,20.8
1984,9,30,23.01,20.99
1984,10,1,24.05,20.36
1984,10,2,23.46,20.9
1984,10,3,23.61,19.94
1984,10,4,25.54,21.12
1984,10,5,22.4,19.33
1984,10,6,20.35,18.88
1984,10,7,18.91,17.79
1984,10,8,19.6,17.25
1984,10,9,19.02,17.42
1984,10,10,19.08,16.93
1984,10,11,19.29,17.91
1984,10,12,20.17,18.43
1984,10,13,20.19,18.08
1984,10,14,20.78,18.53
1984,10,15,20.9,18.51
1984,10,16,20.84,17.93
1984,10,17,21.13,18.04
1984,10,18,22.01,17.48
1984,10,19,21.61,17.01
1984,10,20,19.73,17.98
1984,10,21,20.27,18.15
1984,10,22,20.3,18.18
1984,10,23,20.37,17.23
1984,10,24,21.34,17.11
1984,10,25,22.88,17.7
1984,10,26,21.55,18.76
1984,10,27,20.86,18.62
1984,10,28,19.87,18.15
1984,10,29,18.92,17.65
1984,10,30,20.36,17.19
1984,10,31,20.62,18.23
1984,11,1,21.69,18.12
1984,11,2,20.68,17.93
1984,11,3,20.2,17.14
1984,11,4,21.9,16.46
1984,11,5,20.43,17.8
1984,11,6,19.34,17.62
1984,11,7,23.49,16.53
1984,11,8,24.12,17.68
1984,11,9,22.17,18.61
1984,11,10,19.37,15.78
1984,11,11,19.1,15.4
1984,11,12,17.18,15.22
1984,11,13,19.48,15.97
1984,11,14,17.25,15.58
1984,11,15,16.74,15.23
1984,11,16,18.49,15.44
1984,11,17,19.01,17.3
1984,11,18,20.19,17.5
1984,11,19,18.48,16.9
1984,11,20,18.32,16.23
1984,11,21,17.57,15.29
1984,11,22,18.17,15.29
1984,11,23,19.53,16.22
1984,11,24,20.08,17.0
1984,11,25,19.07,17.01
1984,11,26,18.94,16.01
1984,11,27,16.91,14.08
1984,11,28,16.58,13.65
1984,11,29,18.33,13.61
1984,11,30,18.48,14.26
1984,12,1,18.31,15.3
1984,12,2,16.64,13.78
1984,12,3,15.82,13.76
1984,12,4,16.39,15.05
1984,12,5,15.87,14.57
1984,12,6,17.37,15.01
1984,12,7,17.97,13.72
1984,12,8,17.69,12.87
1984,12,9,17.16,12.8
1984,12,10,16.94,14.66
1984,12,11,16.99,13.71
1984,12,12,16.95,13.68
1984,12,13,17.24,14.37
1984,12,14,17.37,14.19
1984,12,15,18.52,11.92
1984,12,16,19.11,13.96
1984,12,17,17.0,13.81
1984,12,18,16.28,13.44
1984,12,19,15.15,12.83
1984,12,20,14.8,12.38
1984,12,21,14.15,13.38
1984,12,22,15.51,13.23
1984,12,23,14.42,13.01
1984,12,24,13.56,11.83
1984,12,25,13.47,11.48
1984,12,26,13.26,11.48
1984,12,27,13.51,11.48
1984,12,28,12.48,10.7
1984,12,29,11.85,10.58
1984,12,30,11.44,10.49
1984,12,31,12.33,10.65
1985,1,1,12.3,10.23
1985,1,2,14.43,10.93
1985,1,3,13.24,12.1
1985,1,4,14.84,12.55
1985,1,5,15.16,11.84
1985,1,6,14.22,8.92
1985,1,7,10.76,9.13
1985,1,8,10.6,9.09
1985,1,9,9.12,7.46
1985,1,10,10.39,7.72
1985,1,11,11.86,8.9
1985,1,12,11.0,9.9
1985,1,13,10.29,9.1
1985,1,14,11.48,8.42
1985,1,15,9.0,8.12
1985,1,16,8.38,7.6
1985,1,17,12.89,7.74
1985,1,18,15.33,12.22
1985,1,19,13.13,10.99
1985,1,20,15.26,12.15
1985,1,21,17.18,12.69
1985,1,22,17.76,12.62
1985,1,23,16.89,12.81
1985,1,24,14.5,12.88
1985,1,25,14.09,12.46
1985,1,26,14.66,11.79
1985,1,27,14.21,11.8
1985,1,28,15.08,10.93
1985,1,29,14.46,12.47
1985,1,30,13.21,11.73
1985,1,31,14.54,11.37
1985,2,1,14.75,11.69
1985,2,2,15.52,11.8
1985,2,3,14.69,12.77
1985,2,4,16.36,12.67
1985,2,5,15.42,12.87
1985,2,6,16.0,13.15
1985,2,7,18.23,14.91
1985,2,8,16.98,13.37
1985,2,9,17.23,13.41
1985,2,10,16.87,14.88
1985,2,11,17.37,15.03
1985,2,12,17.29,15.21
1985,2,13,15.96,13.99
1985,2,14,17.26,13.6
1985,2,15,17.4,15.13
1985,2,16,20.06,15.55
1985,2,17,17.15,14.32
1985,2,18,15.98,13.61
1985,2,19,14.72,13.06
1985,2,20,13.38,12.21
1985,2,21,16.8,13.04
1985,2,22,13.25,12.42
1985,2,23,12.87,12.18
1985,2,24,15.21,11.4
1985,2,25,15.73,12.34
1985,2,26,15.64,11.66
1985,2,27,16.14,12.38
1985,2,28,15.37,13.63
1985,3,1,16.57,13.41
1985,3,2,15.38,12.32
1985,3,3,15.23,11.94
1985,3,4,16.1,13.12
1985,3,5,14.05,10.4
1985,3,6,11.69,10.21
1985,3,7,13.14,11.62
1985,3,8,13.09,11.38
1985,3,9,13.95,12.12
1985,3,10,12.78,11.11
1985,3,11,13.4,10.8
1985,3,12,11.13,9.83
1985,3,13,11.39,9.68
1985,3,14,12.48,10.35
1985,3,15,13.55,10.58
1985,3,16,15.4,12.47
1985,3,17,13.81,11.81
1985,3,18,13.36,12.15
1985,3,19,16.49,12.38
1985,3,20,14.9,12.34
1985,3,21,16.55,13.15
1985,3,22,16.66,14.37
1985,3,23,16.26,13.72
1985,3,24,14.5,13.37
1985,3,25,15.18,13.3
1985,3,26,16.59,13.62
1985,3,27,16.49,14.55
1985,3,28,14.87,11.4
1985,3,29,12.65,10.68
1985,3,30,14.29,9.77
1985,3,31,16.22,12.36
1985,4,1,17.11,14.35
1985,4,2,17.36,14.47
1985,4,3,17.72,14.44
1985,4,4,19.64,16.06
1985,4,5,17.39,15.84
1985,4,6,18.41,15.92
1985,4,7,19.38,15.98
1985,4,8,20.09,16.37
1985,4,9,17.95,15.19
1985,4,10,17.07,14.83
1985,4,11,16.55,13.98
1985,4,12,17.14,13.96
1985,4,13,17.67,13.63
1985,4,14,16.17,13.76
1985,4,15,14.63,12.78
1985,4,16,15.26,13.32
1985,4,17,17.12,14.68
1985,4,18,17.75,14.45
1985,4,19,17.15,14.39
1985,4,20,17.84,13.28
1985,4,21,16.62,15.26
1985,4,22,15.97,13.26
1985,4,23,17.95,14.23
1985,4,24,17.03,14.87
1985,4,25,16.19,14.43
1985,4,26,16.93,13.7
1985,4,27,17.94,15.02
1985,4,28,17.41,15.41
1985,4,29,17.98,15.03
1985,4,30,20.23,15.34
1985,5,1,19.75,15.55
1985,5,2,21.08,17.65
1985,5,3,19.52,16.57
1985,5,4,19.0,16.55
1985,5,5,18.11,16.18
1985,5,6,18.02,15.52
1985,5,7,17.08,15.15
1985,5,8,17.37,14.71
1985,5,9,19.08,15.27
1985,5,10,18.82,15.27
1985,5,11,16.81,14.83
1985,5,12,16.34,14.9
1985,5,13,17.33,14.56
1985,5,14,19.04,14.12
1985,5,15,18.0,13.16
1985,5,16,19.7,16.4
1985,5,17,18.62,15.69
1985,5,18,18.73,15.99
1985,5,19,19.18,16.67
1985,5,20,18.53,16.8
1985,5,21,20.1,16.48
1985,5,22,22.19,17.69
1985,5,23,19.15,16.86
1985,5,24,18.57,16.31
1985,5,25,19.48,16.15
1985,5,26,21.68,17.05
1985,5,27,19.16,17.65
1985,5,28,19.92,17.73
1985,5,29,20.89,18.0
1985,5,30,21.92,17.65
1985,5,31,23.29,18.69
1985,6,1,23.66,18.88
1985,6,2,20.86,18.38
1985,6,3,20.66,18.4
1985,6,4,21.58,18.25
1985,6,5,23.34,19.13
1985,6,6,22.83,19.45
1985,6,7,23.29,20.73
1985,6,8,23.14,20.38
1985,6,9,22.23,19.69
1985,6,10,21.77,19.64
1985,6,11,22.82,19.03
1985,6,12,24.68,19.75
1985,6,13,26.6,20.71
1985,6,14,25.01,21.4
1985,6,15,23.98,20.82
1985,6,16,23.47,20.32
1985,6,17,22.82,19.99
1985,6,18,25.11,19.58
1985,6,19,23.55,20.6
1985,6,20,22.32,19.94
1985,6,21,24.62,19.9
1985,6,22,24.2,21.01
1985,6,23,25.41,20.91
1985,6,24,24.36,20.77
1985,6,25,24.98,20.15
1985,6,26,23.27,20.42
1985,6,27,23.52,20.15
1985,6,28,24.4,20.76
1985,6,29,26.65,21.08
1985,6,30,26.53,21.52
1985,7,1,23.19,20.77
1985,7,2,25.53,21.15
1985,7,3,25.33,21.83
1985,7,4,25.64,21.29
1985,7,5,26.75,21.86
1985,7,6,25.04,21.81
1985,7,7,25.03,21.72
1985,7,8,26.98,21.48
1985,7,9,25.84,23.2
1985,7,10,26.48,23.26
1985,7,11,26.94,22.69
1985,7,12,26.73,22.48
1985,7,13,26.2,21.9
1985,7,14,26.09,21.87
1985,7,15,27.4,22.65
1985,7,16,25.94,22.61
1985,7,17,25.39,22.18
1985,7,18,25.85,22.12
1985,7,19,26.11,23.77
1985,7,20,26.12,23.65
1985,7,21,26.79,23.56
1985,7,22,26.63,22.98
1985,7,23,26.23,22.89
1985,7,24,26.52,21.98
1985,7,25,28.62,23.23
1985,7,26,26.96,24.1
1985,7,27,26.74,23.57
1985,7,28,28.9,25.02
1985,7,29,27.81,25.26
1985,7,30,28.55,23.75
1985,7,31,26.58,23.17
1985,8,1,26.08,23.58
1985,8,2,26.3,23.83
1985,8,3,27.16,23.4
1985,8,4,27.98,23.85
1985,8,5,33.12,26.12
1985,8,6,28.19,22.7
1985,8,7,25.33,22.39
1985,8,8,27.25,22.04
1985,8,9,25.43,22.87
1985,8,10,26.32,22.68
1985,8,11,26.7,23.02
1985,8,12,25.4,22.95
1985,8,13,26.85,23.08
1985,8,14,26.15,23.32
1985,8,15,26.94,23.13
1985,8,16,27.87,23.4
1985,8,17,25.77,22.87
1985,8,18,28.08,23.8
1985,8,19,28.55,25.14
1985,8,20,28.01,24.98
1985,8,21,28.15,24.38
1985,8,22,26.98,24.79
1985,8,23,28.12,24.43
1985,8,24,29.62,25.12
1985,8,25,28.73,23.59
1985,8,26,25.69,23.36
1985,8,27,25.52,23.0
1985,8,28,26.51,22.4
1985,8,29,26.47,22.72
1985,8,30,26.56,22.84
1985,8,31,27.37,22.59
1985,9,1,28.44,23.96
1985,9,2,29.06,24.86
1985,9,3,27.59,24.53
1985,9,4,27.28,23.96
1985,9,5,27.08,23.58
1985,9,6,26.43,23.19
1985,9,7,28.0,22.9
1985,9,8,26.92,23.59
1985,9,9,26.74,23.5
1985,9,10,27.85,23.14
1985,9,11,28.35,23.95
1985,9,12,26.23,23.23
1985,9,13,25.54,22.72
1985,9,14,25.9,22.59
1985,9,15,26.16,23.49
1985,9,16,24.4,22.43
1985,9,17,24.17,22.05
1985,9,18,23.74,22.48
1985,9,19,24.93,22.16
1985,9,20,24.83,22.12
1985,9,21,24.93,22.4
1985,9,22,25.06,22.76
1985,9,23,24.54,21.92
1985,9,24,24.22,22.48
1985,9,25,23.87,21.51
1985,9,26,24.49,21.27
1985,9,27,25.63,20.98
1985,9,28,25.05,22.05
1985,9,29,23.87,22.44
1985,9,30,26.18,22.12
1985,10,1,27.32,22.55
1985,10,2,28.96,22.15
1985,10,3,28.37,22.65
1985,10,4,25.88,22.94
1985,10,5,25.65,22.92
1985,10,6,24.42,21.93
1985,10,7,24.06,21.83
1985,10,8,23.67,21.6
1985,10,9,22.68,21.26
1985,10,10,23.36,20.35
1985,10,11,24.26,20.61
1985,10,12,24.1,21.07
1985,10,13,22.79,20.42
1985,10,14,23.13,20.69
1985,10,15,23.46,21.0
1985,10,16,23.81,20.51
1985,10,17,23.37,20.28
1985,10,18,23.83,20.25
1985,10,19,23.29,20.17
1985,10,20,23.08,20.16
1985,10,21,21.62,19.57
1985,10,22,21.87,18.64
1985,10,23,22.33,19.22
1985,10,24,21.28,18.64
1985,10,25,22.55,19.37
1985,10,26,21.73,19.32
1985,10,27,21.22,18.55
1985,10,28,19.95,18.49
1985,10,29,19.95,18.69
1985,10,30,20.46,18.73
1985,10,31,21.93,18.81
1985,11,1,22.2,19.66
1985,11,2,21.61,19.05
1985,11,3,21.48,19.06
1985,11,4,21.08,18.0
1985,11,5,22.83,19.2
1985,11,6,22.08,20.55
1985,11,7,22.19,19.76
1985,11,8,22.43,19.3
1985,11,9,24.37,19.6
1985,11,10,23.76,19.41
1985,11,11,22.97,19.29
1985,11,12,21.36,18.17
1985,11,13,20.67,17.45
1985,11,14,18.28,16.74
1985,11,15,20.82,17.23
1985,11,16,19.05,17.33
1985,11,17,18.37,16.51
1985,11,18,16.33,14.07
1985,11,19,16.04,12.87
1985,11,20,15.1,13.31
1985,11,21,15.87,13.4
1985,11,22,15.68,13.18
1985,11,23,14.87,13.44
1985,11,24,15.69,13.39
1985,11,25,17.01,14.26
1985,11,26,18.3,14.4
1985,11,27,17.8,15.23
1985,11,28,15.87,13.55
1985,11,29,17.77,12.42
1985,11,30,18.08,13.34
1985,12,1,18.07,15.73
1985,12,2,19.26,15.4
1985,12,3,19.33,14.1
1985,12,4,20.01,13.25
1985,12,5,19.93,13.85
1985,12,6,15.87,14.73
1985,12,7,15.85,14.4
1985,12,8,16.71,13.41
1985,12,9,15.01,13.74
1985,12,10,14.54,12.9
1985,12,11,14.71,13.4
1985,12,12,14.94,13.34
1985,12,13,14.83,12.62
1985,12,14,14.87,12.2
1985,12,15,14.62,12.76
1985,12,16,14.94,13.0
1985,12,17,15.47,12.44
1985,12,18,16.32,13.47
1985,12,19,15.76,13.6
1985,12,20,14.94,12.58
1985,12,21,14.96,10.88
1985,12,22,15.48,11.92
1985,12,23,15.2,13.08
1985,12,24,14.73,12.44
1985,12,25,16.69,14.19
1985,12,26,16.18,13.81
1985,12,27,16.23,12.87
1985,12,28,20.02,14.58
1985,12,29,16.1,14.57
1985,12,30,16.0,12.63
1985,12,31,14.3,12.42
1986,1,1,15.52,13.4
1986,1,2,17.38,15.07
1986,1,3,15.39,14.55
